name,address,latitude,longitude,rating,review_count,phone,website,place_id,types,zone,keyword_found
"Vasan Eye Care Hospital - (Rajarajeshwari Nagar, Bengaluru)","First Floor, 16th Cross, Blow Axis Bank, Seetha Complex, 18th Main Rd, Remco Bhel Layout, Javarandoddi, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",12.9310142,77.5156585,4.5,641,1800 571 2222,https://clinic.vasaneye.com/vasan-eye-care/stores-in-bengaluru/stores-in-Rajarajeshwari-Nagar/vasan-eye-care-hospital-in-Rajarajeshwari-Nagar-bengaluru--1DZwAw/home,ChIJjwiM3Pc-rjsR6ZXCfCnqACQ,[],1,eye hospital
GKR Ravisha Eye Clinic - Marathahalli,"28, Munnekollal Main Rd, near Marathalli Bridge, Rajasree Layout, Post, Marathahalli, Bengaluru, Karnataka 560037, India",12.9548263,77.7050812,5.0,623,090048 68520,https://ravishaclinic.com/,ChIJYTS08nQTrjsRw9LpuyPfyrE,[],1,retina hospital
Care & Cure Hospital - Physician | Gynecologist | Urologist | Pediatrician | Piles | Varicoseveins | Orthopedic |Home Nursing,"50, 2nd Cross, IAS Layout, Eastwood Twp, Kasavanahalli, Hosa Rd, IAS Layout, Eastwood Twp, Bengaluru, Kasavanahalli, Karnataka 560035, India",12.90554,77.6757217,4.8,610,081479 69031,https://carencurehospital.in/,ChIJUyq560sTrjsRtV-cAlSzNLY,[],5,ophthalmology hospital
Sri NMPC Hospital,"60, Devasandra Main Rd, Ist Block, Ayyappa Nagar, Krishnarajapuram, Bengaluru, Karnataka 560036, India",13.0061897,77.7004672,4.7,609,097396 71776,http://srinmpchospital.com/,ChIJYZwB4qcRrjsRf8Q2jUw9h9I,[],7,ophthalmology hospital
Sri Chowdeshwari Nethralaya and Diabetes Care,"Sri Chowdeshwari Diabetes care and Eye care centre, (OLD MADRAS ROAD, Deepa Hospital Rd, opposite Deepa Hospital, Nisarga Layout, Chikkabasavanapura, Krishnarajapuram, Bengaluru, Karnataka 560036, India",13.0124021,77.6996765,4.4,581,078994 14104,http://scdiabetes.com/,ChIJc-84BqoRrjsRu6P9zQkGU3Y,[],2,cataract hospital
Lakshmi Nursing Home - Hospital and Pharmacy,"#606, 2nd main, Chennaraya Swamy Temple Street Varthur, Venkateswara Nilayam, 696, Chinnappa Layout, Devasthanagalu, Bengaluru, Varthur, Karnataka 560087, India",12.9411861,77.74626289999999,4.1,573,097317 16669,http://www.lakshminursinghome.com/,ChIJubU6DogNrjsRgoSHp1_0pMA,[],7,ophthalmology hospital
Essential Hospital,"Aladamara Papareddy Palya, Outer Ring Rd, ITI HBCS Layout, Papareddipalya, Annapurneshwari Nagar, Bengaluru, Karnataka 560072, India",12.9748198,77.5096173,4.2,569,096866 88975,N/A,ChIJs6JIhzE8rjsR5J0dZIdob1M,[],9,retina hospital
Ananthaksha Super Speciality Eye Hospital,"Virupakshappa Building, 1470/1268, Bus Stand Rd, opp. BMTC Main, Jyothi Nagar, Nelamangala Town, Bengaluru, Karnataka 562123, India",13.0984473,77.39409959999999,4.9,565,090909 00246,https://ananthakshaeyehospital.com/,ChIJr5urukAlrjsRe8NPO99wjKg,[],8,retina hospital
Amrik Hospital,"209, Swami Vivekananda Road, Prasanth Layout, Prasanth Extension, Whitefield, Bengaluru, Karnataka 560066, India",12.982791,77.7479165,3.7,541,096323 23091,N/A,ChIJQTPFVAIOrjsRzYPqFLupWLk,[],6,ophthalmology hospital
Akshara Eye Hospital,"IIM Post, branch) S.V. Arcade, Devarachikkanahalli Rd, next to Karnataka Bank, Thayappa Garden, Ranka Colony, Bilekahalli, Bengaluru, Karnataka 560076, India",12.899085,77.6055296,4.7,537,080 4218 8890,http://www.aksharaeyehospital.com/,ChIJR2DVNiAVrjsRYL6jHEF-Cbg,[],1,eye hospital
Currex Hospital - Best Multispeciality Hospital Near KR Puram | Bangalore,"No 55 , 56, Seegehalli Main Rd, Bhoo Samartha Layout, Seegehalli, KS Halli, Bengaluru, Kurudusonnenahalli, Karnataka 560049, India",13.0176565,77.7260147,4.3,536,082965 12929,https://currexhospital.com/,ChIJT0i5IQ8RrjsRVb7yOmZvvhQ,[],3,ophthalmology hospital
Lotus Multi Speciality Hospital,"2361, 24th Main Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India",12.9144635,77.6491774,4.1,530,080505 98999,https://lotusmultispecialitycenter.com/,ChIJ29RsS4MUrjsRMjQsw71Qwo4,[],5,ophthalmology hospital
Neo true North hospital,"Sy. No. 110/4, Rebus Realm, 1, Neeladri Main, Road, Doddathoguru, Bengaluru, Karnataka 560100, India",12.847407,77.64390329999999,4.1,515,080 4848 4789,N/A,ChIJP2267W5rrjsR0MozFXZhsks,[],5,ophthalmology hospital
Saai Eye Hospital and Eye Plasty Center,"No.141/142 SAAI EYE HOSPITAL Near Rohan Mihir Apartment, and NEW RAGAM BAKERY, AECS Layout - C Block, Kundalahalli, Marathahalli, Bengaluru, Karnataka 560037, India",12.962858,77.7086089,4.8,509,095580 55510,http://www.saaieyehospital.com/,ChIJ43vfeGMTrjsRTEzzHd0kD0s,[],1,eye hospital
Sri Eye Care Speciality Eye Hospital,"HBR Layout 2nd Block, Stage 1, HBR Layout, Bengaluru, Karnataka 560084, India",13.0196844,77.6285592,4.8,487,080 6821 2879,https://www.srieyecarehospital.com/,ChIJceJaLR8XrjsRLtW3QoeKOxc,[],2,eye care center
Sunrise Hospital,"9, Dr. Shet's Building, KEERTHI HARMONY, Road, Jayanti Nagar Main Rd, near Raghavendra Circle, Raghavendra Nagar, Ramamurthy Nagar, Bengaluru, Karnataka 560016, India",13.0218234,77.6726413,4.3,480,077956 60561,https://sunrisehospitals.co/,ChIJXZH-bnwRrjsRXpwYxsuZgns,[],7,ophthalmology hospital
Nethra Eye Hospital,"Sanjayanagar, 8, 80 Feet Rd, Ashwath Nagar, Devasandra Layout, Bengaluru, Karnataka 560094, India",13.0272301,77.57684499999999,4.5,478,080 2351 2666,http://nethraeyehospital.com/,ChIJaTxcjsQXrjsRTOUmpzHF6II,[],2,ophthalmology hospital
Navashakthi Nethralaya,"1803 Ring road, 1803, Service Rd, 5th Block, HBR Layout, Bengaluru, Karnataka 560043, India",13.0370048,77.6278197,4.5,467,097311 11449,http://navashakthinethralaya.com/,ChIJdxbgKWsXrjsRgngk4caYvlg,[],3,ophthalmology hospital
Hope Hospital - KR Puram,"Sy no 32/2, Site no 1,2 and 3, 4, Old Madras Rd, TC Palya, Battarahalli, Bengaluru, Karnataka 560049, India",13.0195794,77.7081807,4.4,448,074832 57544,https://hopehospital.care/,ChIJ33qfLzgRrjsRdcuLj-Ppx08,[],7,ophthalmology hospital
"Vasan Eye Care Hospital - (JP Nagar, Bengaluru)","No 51/64/2, Plot No 2/A/2/A, Kanakapura Main Rd, opposite Pillar No 54, SBI Colony, 1st Phase, J. P. Nagar, Bengaluru, Karnataka 560111, India",12.9103496,77.5731784,4.5,423,1800 571 2222,https://clinic.vasaneye.com/vasan-eye-care/stores-in-bengaluru/stores-in-JP-Nagar/vasan-eye-care-hospital-in-JP-Nagar-bengaluru--7dQJHX/home,ChIJWw6dqHoVrjsRYkHa9_Wrm6A,[],1,eye hospital
Dr.Sailaja's Super Speciality Eye Hospital,"33/1, Horamavu Main Rd, above post office, near Gandhi Statue, Chinnaswamappa Layout, Horamavu, Bengaluru, Karnataka 560113, India",13.027592,77.6614191,4.5,399,088844 71641,http://www.drsailajaeyehospital.in/,ChIJq6FxKR4RrjsRgDMVQrqX-10,[],1,eye hospital
Aditi Hospital Anekal,"Bayasabhi Layout, Kaval Hosahalli, Anekal, Karnataka 562106, India",12.7090993,77.6989222,4.5,382,N/A,http://www.aditihospitalanekal.com/,ChIJiWDsiKFvrjsRfgtNRslUBtM,[],5,ophthalmology hospital
Minto Ophthalmic Hospital,"Chamrajpet, XH6C+9VP, Tippu Sultan Palace Rd, Opposite V V Puram Police Station, New Tharagupet, Bengaluru, Karnataka 560002, India",12.9609676,77.5721981,3.5,360,N/A,https://mhbmcri.karnataka.gov.in/english,ChIJ_f__z_wVrjsRHEgMRnkQ8jc,[],1,eye hospital
Sri Sai Nethralaya Super Speciality Eye Hospital,"2nd Floor, Balaji Nagar College, Bus Stop, 15, Magadi Main Rd, near Byadarahalli, Post, Byadarahalli, Bengaluru, Karnataka 560091, India",12.9856,77.47861429999999,5.0,346,099452 09339,https://srisainethralaya.in/,ChIJ7SI5v389rjsRQFcIqVz40Pc,[],1,eye hospital
idrishti eye hospital,"69/1, 2nd Floor, AGR Tower, Sarjapur - Marathahalli Rd, Kaikondrahalli, Bengaluru, Karnataka 560035, India",12.9137218,77.679163,4.4,334,098806 01696,http://idrishti.in/hospital-sarjapur.html,ChIJd9pG1lMTrjsRrRSg4kUD74A,[],4,eye institute
Ayu Health Hospitals,"612, Nagarabhavi Main Rd, Vinayaka Layout, Papreddy Palya, 2nd Stage, Naagarabhaavi, Bengaluru, Karnataka 560072, India",12.9612716,77.51168729999999,4.8,328,080 4709 2987,https://ayu.health/bangalore/hospital/ayu-health-multispeciality-hospital-2-stage-naagarabhaavi-59?utm_source=google&utm_medium=organic&utm_campaign=GMB_naagarabhaavi,ChIJK0SUfxM_rjsRmkFwlAwnnKc,[],9,eye hospital
F M Eye Hospital,"54, Promenade Rd, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka 560005, India",12.996162,77.6073126,4.9,288,063660 23755,https://fmeyehospital.com/,ChIJM90A5IAXrjsRMo4R5ia1LpY,[],1,eye hospital
Krishna eye clinic | speciality eye hospital | opthalmologist |Eye doctor in vidyaranyapura,"No 745, 5th Main Rd, opp.to NTI Ground, 5th Block, Vidyaranyapura, Bengaluru, Karnataka 560097, India",13.078796,77.5581742,5.0,256,088676 22970,N/A,ChIJCeqg5lcjrjsR31PLWNEXcow,[],3,ophthalmology hospital
Manav Charitable Hospital,"Tumkur Rd, Jindal Nagar, Maruti Layout, Aanchepalya Village, Bengaluru, Karnataka 560073, India",13.0532288,77.4833047,4.1,256,080 2371 7777,https://www.sitaramjindalfoundation.org/,ChIJBXbxOk0jrjsR2hesyeOu27I,[],9,eye institute
Dr. M.C. Modi Eye Hospital,"XGXW+6GP, 5th Main Rd, West of Chord Road 2nd Stage, 4th B Main, Stage 2, Mahalakshmi Layout, Bengaluru, Karnataka 560086, India",12.9980931,77.5463291,4.1,245,080 2349 2233,http://mcmodieyehospital.com/,ChIJjYFgYpc9rjsRhCvN00MvCgo,[],3,ophthalmology hospital
Vidya Eye Hospital,"47/E, 15th Main M.C.Road( Near Vijayanagar Police Station), Vijaya Nagar,, Vijaya Nagar, SBI Staff Colony, Hoshalli Extension, Stage 1, Vijayanagar, Bengaluru, Karnataka 560040, India",12.9699345,77.53745889999999,4.1,243,098453 78853,https://www.facebook.com/vidyaeyehospitaloppvijayanagarmetro,ChIJg2hsbuY9rjsR4lNnsygyVMg,[],1,eye institute
Sri Narayana Super Speciality Eye Care Hospital,"11, NH 75, Swamy Vivekananda Nagar, KHB Colony, Hoskote, Bengaluru, Karnataka 562114, India",13.0698404,77.78183659999999,4.7,232,090190 68969,N/A,ChIJX_q8g4IFrjsRRI3hqL2K104,[],6,cataract hospital
Curemaxx Hospitals| Best Multispeciality Hospital in Begur Road,"861, 4/158, Begur Rd, Hongasandra, Bengaluru, Karnataka 560114, India",12.898643,77.6263154,4.5,231,096060 30142,http://www.curemaxhospitals.com/,ChIJv5qFvqkVrjsRWpXdsmd8kc0,[],5,ophthalmology hospital
"Sri Venkateshwara Nethralaya Eye Hospital & Laser centre, Kengeri","Upanagara, Srivatsa plaza, 558, Harsha Layout Main Rd, opp. Vidhyaganapathi temple, Stage I, Kengeri, Bengaluru, Karnataka 560060, India",12.9126716,77.4806564,4.7,229,091483 16772,https://wa.me/c/919686206435,ChIJZQ-Gl_A_rjsRgkHg53xGDXM,[],1,eye hospital
Dr. Jain's Eye Clinic,"Sir M. Visvesvaraya Rd, BTS Layout, Arekere, Bengaluru, Karnataka 560076, India",12.8879101,77.6097188,4.6,228,099867 89087,https://www.drjainseyeclinic.com/,ChIJoWeUpdUUrjsRTF7vT39gFps,[],5,eye institute
Samyak Drishti Eye Hospital,"264(c) 5th Main Road,Jayanagar housing society layout, Thurahalli Rd, Gubbalala, Subramanyapura, Bengaluru, Karnataka 560061, India",12.8933293,77.53806689999999,4.7,223,091484 50111,https://samyakdrishtieyehospital.in/,ChIJO1jLcvI_rjsRldjwPxeuaEY,[],1,eye hospital
PRANA EYE HOSPITAL,"First Floor, 1089/4, Sarjapur - Marathahalli Rd, opp. D-MART, Sarjapura, Bengaluru, Karnataka 562125, India",12.8606347,77.77935420000001,5.0,215,078995 28303,https://www.pranaeyehospital.com/,ChIJCwC0q3NzrjsRTpKvkw1TEXM,[],6,eye hospital
Nikhil Nethralaya ( NABH Accredited ),"1st Floor, 44, Hesarghatta Rd, Mallasandra, T. Dasarahalli, Bengaluru, Karnataka 560057, India",13.0539906,77.5078171,5.0,210,099592 88592,https://nikhilnethralaya.com/,ChIJgzQlTfIjrjsRZy6mP2RrZcM,[],1,retina hospital
MANJUNATHA EYE CARE HOSPITAL,"1st floor, D group, Bus Stop, 1 & 2, Acharya College Main Rd, above Sangeetha Mobiles, Andrahalli, Bengaluru, Karnataka 560091, India",13.0021029,77.4883928,4.9,206,093533 88909,https://manjunathaeyecare.com/,ChIJr2UIj8c9rjsRvGZZPfzqHdc,[],1,cataract hospital
Harsha Hospital,"193/4, Sondekoppa Circle, Harsha International Public School, campus, Sadashiva Nagara, Nelamangala Town, Bengaluru, Karnataka 562123, India",13.092952,77.394857,3.7,196,N/A,https://sites.google.com/view/harshahospital23/home,ChIJXyEzUYYlrjsRo9vPLYtNIS8,[],9,eye institute
BGS GIMS Hospital CT and MRI scan,"Bgs gims Medical College and hospital, Kengeri, Bengaluru, Karnataka 560060, India",12.9023522,77.4977004,3.5,196,077952 06616,N/A,ChIJZXQLwxY_rjsRd4gUUAv9YcU,[],9,eye institute
Bangalore Nethralaya | Ophthalmologist | Best Eye Specialist Hospital in Bangalore,"No-950, 21st Main Rd, near BDA Shopping Complex, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070, India",12.9272369,77.56504029999999,4.3,194,080 2671 3763,http://www.bangalorenethralaya.com/,ChIJS4ErKocVrjsRPyw50oY9gFY,[],5,cataract hospital
Nuo Garden City Eye Hospital,"29, 1st Main, 8th Cross Rd, next to Village Hyper Bazaar, 2nd Block, Dwaraka Nagar, Vijayanagar, Chandra Layout, Bengaluru, Karnataka 560072, India",12.9625182,77.5263204,4.6,180,098862 97766,http://www.gardencityeye.com/,ChIJ-1jI1Hk-rjsRptaiFrMxxNk,[],1,eye hospital
Parvati Nethralaya | Eye Specialists in Banashankari,"3999, 1st phase Girinagar, 4th Phase Girinagar, Banashankari 1st Stage, Banashankari, Bengaluru, Karnataka 560050, India",12.9351896,77.54723039999999,4.9,179,096065 08065,N/A,ChIJ1eU3ojs-rjsRqxY01i4sB6M,[],1,retina hospital
Bangalore Nethralaya | Ophthalmologist | Best Eye Specialist Hospital In Bangalore,"Samrudhi Plaza, 714, 5th D Cross Rd, Adjacent to GarbhaGudi IVF Centre, Kalyan Nagar, Balachandra Layout, Babusabpalya, Kalyan Nagar, Bengaluru, Karnataka 560113, India",13.0246256,77.6443622,4.3,175,090196 44168,http://www.bangalorenethralaya.com/,ChIJq_obuC8XrjsRalYXVwgnbFs,[],2,cataract hospital
Kiran Eye Hospital | Best Eye Hospital in JP Nagar | Best Eye Doctor in Jayanagar | Best Eye Clinic in Banashankari,"20, ground floor, Vishnu Towers, ITI Layout, 1st Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India",12.910905,77.5808505,4.9,169,081056 81057,https://kiraneyehospital.com/,ChIJ2-KyY9IVrjsRRAYGWh672Ps,[],1,eye hospital
Arunodaya Hospitals,"18-23,4th & 5th Cross Mallasandra Main Road, Hesarghatta Rd, Bagalgunte, Bhuvaneshwari Nagar, Bagalakunte, Bengaluru, Karnataka 560057, India",13.0570047,77.5085162,3.1,167,099860 70423,http://arunodayahospitals.com/,ChIJz3E8WywjrjsRWYnWMNSdbLU,[],9,eye hospital
M M EYE CLINIC | Dr. Madan raj. M | Cataract and lasik surgeon ||,"Main Road, 1, 5th B cross, Bhuvaneshwari Nagar, RT Nagar, V. Nagenahalli, Hebbal, Bengaluru, Karnataka 560032, India",13.0344434,77.6062171,4.9,162,099456 62111,N/A,ChIJrcuOGSkXrjsRqjDE7LfWtlY,[],6,eye clinic
Shekar Super Speciality Eye Centre,"704, 5th Main Rd, BEL Layout 3rd Block, BEL Layout, Vidyaranyapura, Bengaluru, Karnataka 560097, India",13.0727402,77.5565017,4.1,151,080 2364 5687,N/A,ChIJJUBhq6YirjsRyYVRXg6cyRw,[],2,cataract hospital
Banu Multispeciality Hospital,"44, Ullal Main Rd, near Mangalore Independent Pu College, Annapurneshwari Layout, Jnananjyothinagar, Railway Layout, Mallathahalli, Bengaluru, Karnataka 560056, India",12.9510607,77.49189679999999,4.0,149,096631 19936,https://www.banumultispecialityhospital.com/,ChIJLzWutaI-rjsRp0t16ReUe1g,[],9,ophthalmology hospital
Navkiran Netralaya,"437/C, opp. BDA Complex, HBR Layout 2nd Block, 1st Stage, HBR Layout, Bengaluru, Karnataka 560043, India",13.0249962,77.62751,4.7,138,095134 24085,http://www.navkirannetralaya.com/,ChIJd9R4cToXrjsRWRyWvpWQ_Bc,[],3,cornea hospital
CARE ASIA HOSPITAL (CAH NELAMANGLA),"1494, BH Rd, opp. GOVT HOSPITAL, Nelamangala Town, Bengaluru, Karnataka 562123, India",13.0990435,77.3919842,2.6,133,088849 71111,http://careasiahospital.com/,ChIJy1OLETElrjsRalsSOw6JqFk,[],9,eye hospital
SNM Medical and Eye Care Centre,"1st Floor, Bright complex, 17, Buddha vihar road, pulakeshinagar, Frazer Town, Bengaluru, Karnataka 560005, India",12.9966338,77.6172485,4.9,132,073536 93686,N/A,ChIJDdNQHVAXrjsR1MKQrTPoZk8,[],3,eye care center
Manjunatha Nethralaya Nagarabhavi,"22/2, Nagarabhavi Main Rd, beside Indian oil petrol bunk, 4 Block, Teachers Colony, Naagarabhaavi, Bengaluru, Karnataka 560072, India",12.9584963,77.5173427,5.0,132,090362 71295,https://www.manjunathanethralaya.com/,ChIJO8W4EQA_rjsR1aoUaflN2rY,[],2,cataract hospital
SUPRA HOSPITAL,"143 ,2nd main, 7th Cross Rd, Subash Nagar, Kengeri Satellite Town, Bengaluru, Karnataka 560060, India",12.9230341,77.4842049,3.2,129,099453 73637,N/A,ChIJma8gG84_rjsRuELNlc98upE,[],5,ophthalmology hospital
Ayu Health Hospitals,"4th Floor Site No, 3, Whitefield Main Rd, Narayanappa Garden, Whitefield, Bengaluru, Karnataka 560066, India",12.9658553,77.74931269999999,4.9,128,080 4718 6724,https://ayu.health/bangalore/hospital/ayu-health-multi-speciality-hospital-narayanappa-garden-whitefield-373?utm_source=google&utm_medium=organic&utm_campaign=GMB_narayanappa-garden-whitefield,ChIJOQxLwKYNrjsRo8ozxwsZ7aw,[],7,ophthalmology hospital
Nayana Nethralaya and Diagnostics,"ground Floor, 85, Kodigehalli Main Rd, Nti Layout, Bhadrappa Layout, Koti Hosahalli, Bengaluru, Karnataka 560092, India",13.055853,77.5765368,4.7,126,087923 87687,N/A,ChIJ2fcqxDAXrjsRKuls0hPx8UQ,[],2,cataract hospital
B. W. LIONS SHRI VIDYASAGAR OSWAL INSTITUTE OF OPHTHALMOLOGY,"RBI Layout, JP Nagar 7th Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India",12.8880832,77.581622,4.7,126,080 4371 4301,N/A,ChIJA6x2LkYVrjsRJFnFZu-RAWw,[],1,eye institute
Nethraneel Eye Care and Lasik Center,"Unit 7, Plot 91, Silver County Rd, next to Shobha Saffron, Bengaluru, Haralur, Karnataka 560068, India",12.894434,77.65916519999999,4.8,123,090193 53500,https://www.nethraneel.in/,ChIJLRmMAkUTrjsRzvXubw2tEjY,[],5,cornea hospital
Rangalakshmii Netralaya | Eye Hospital,"2054, 13th ‘B’ Main, 3rd Phase, Mother Dairy Cross, MIG Sector B, Udaya Layout, Yelahanka New Town, Bengaluru, Karnataka 560064, India",13.0988846,77.5766172,4.0,123,080 2846 3544,N/A,ChIJR9OAzswZrjsRJ3ml0Q3KGoM,[],2,cataract hospital
Sri Krishna Nethralaya,"Aipex, Worldwide Pvt SK Netralaya, Besides, 32nd Cross Rd, 4th T Block East, 4th Block, Jayanagar, Bengaluru, Karnataka 560011, India",12.9268458,77.584834,5.0,120,099450 04356,https://skneye.com/,ChIJTyayfEwVrjsRkpWPTnysHZU,[],2,cataract hospital
NV Hospital,"Govinda Shetty Palya Rd, Phase II, LHR layout, Bengaluru, Karnataka 560100, India",12.853166,77.6729879,4.5,119,090081 06900,N/A,ChIJHWn3l4BtrjsRAuUHk5DXZ_I,[],7,ophthalmology hospital
Sri Manjunatha Eye hospital,"Anand pura circle, Thambu Chetty Palya Main Rd, opp. bharath petrol bunk, Manjunatha Layout, SBI Bank Colony, Battarahalli, Bengaluru, Karnataka 560036, India",13.0238009,77.6950718,4.5,118,095358 00642,N/A,ChIJyWaTbW0RrjsR_vW4RkhZe4U,[],1,eye hospital
"Spasht Eye Clinic | Dr. Ashish Goyal l Retina Specialist, LASIK Surgeon","1st floor, 80 Feet Rd, opposite post office, above Himalaya store, Giddappa Block, RT Nagar, Bengaluru, Karnataka 560032, India",13.0212468,77.5924551,4.9,116,096115 56166,http://spashteyeclinic.com/,ChIJC9Zm3RgXrjsRyVeWkxBqpiI,[],1,retina hospital
Mytri Multispeciality Hospital,"100 Feet Road #3283, 100ft main road, 6th block, Sir M.Vishweshwaraiah Layout, Ullal Uppanagar, Ullal, Bengaluru, Karnataka 560110, India",12.9579441,77.4789718,4.9,113,099804 12006,N/A,ChIJA65EXgM_rjsRT0qIUtd_gJs,[],9,eye hospital
Durga Devi Eye Clinic | Speciality Eye Hospital | Ophthalmologist | Eye Doctor in Mathikere,"7/10, 1st floor ,5th main road, HMT Main Rd, VR Layout, Gokula 1st Stage, Mathikere Extension, Mathikere, Bengaluru, Karnataka 560054, India",13.03378,77.55811829999999,5.0,107,095918 41356,https://durgadevieyeclinic.vercel.app/,ChIJZRdocPU9rjsR-l65DKmYiIs,[],3,cataract hospital
Gopala Nethralaya,"227, 1st Main Rd, near 88 bus stop, Sharada Colony, KHB Colony, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India",12.9883515,77.534321,4.5,107,063627 27509,https://gopala-nethralaya.netlify.app/,ChIJqwhBP789rjsRvRb3C8gosPQ,[],3,cataract hospital
Aadya Eye Hospital,"Gottigere - Kengeri Rd, Sarathynagar, South Avenue, Gottigere, Bengaluru, Kothnur, Karnataka 560083, India",12.8740682,77.5723106,4.8,104,091484 65500,N/A,ChIJk0HlA6JrrjsRYgARDv411gY,[],1,retina hospital
New Akshay Mallya Hospital,"No. 93/1 & 565, Srinivasa Complex, Ring Road Attached, To, Main Rd, Anjappa Layout, B Narayanapura, Marathahalli, Bengaluru, Karnataka 560093, India",12.9886995,77.6822313,2.1,104,078291 19481,N/A,ChIJe5zGycwTrjsRrF7wM9tjuO4,[],7,eye hospital
Premier Neuro & Eye Care Center,"1st Cross Road 1st Cross, 164, 1st Main Rd, Stage 2, ISRO Layout, Bengaluru, Karnataka 560111, India",12.9018458,77.55787649999999,4.2,103,080 2666 9661,N/A,ChIJ485v5d8_rjsRPH0fI9l8_Qk,[],1,eye care center
LAKSHMI EYE HOSPITAL ( NABH CERTIFIED),"RAMAKRISHNA, No. 502, Thanisandra Main Rd, Sri Balaji Krupa Layout, RK Hegde Nagar, Bengaluru, Karnataka 560077, India",13.0730361,77.6334947,4.7,102,099727 00771,N/A,ChIJ-zxc66gZrjsRpJ88khsfQTU,[],1,eye hospital
SRUJANA HOSPITAL,"First Floor, Legacy Building, above Nilgirs, opp. Ajmere Infinity Apartment, Neeladri Nagar, Electronic City Phase I, Electronic City, Bengaluru, Karnataka 560100, India",12.841437,77.647539,3.2,102,080500 90233,N/A,ChIJvRtO83trrjsRqHGPuW1JTWI,[],1,eye institute
